id,x,y,dir_x,dir_y
151,0.577656,64.061684,-0.971903,-0.235381
152,163.965149,146.929688,-0.724156,-0.689636
153,172.940018,83.371277,0.748605,-0.663017
154,144.353973,9.177436,0.927326,0.374255
155,114.521866,7.306866,-0.537127,0.843502
156,178.776199,92.682739,-0.842006,0.539469
157,26.705933,86.113876,0.153891,-0.988088
158,67.863007,25.949028,-0.002721,-0.999996
159,170.160477,59.538357,-0.986358,-0.164616
160,9.260426,10.170500,0.904144,-0.427227
161,46.050846,110.670639,-0.977909,-0.209032
162,62.293613,6.016681,0.028659,0.999589
163,96.550186,182.679291,0.269833,-0.962907
164,128.467255,32.755978,0.937071,-0.349138
165,11.790951,78.100655,-0.972459,-0.233073
166,142.529312,133.164658,-0.983329,0.181837
167,51.881374,159.286621,0.986001,-0.166741
168,150.101364,32.698715,0.981040,-0.193807
169,66.004532,127.204330,-0.548522,0.836136
170,127.139786,162.064407,0.937675,0.347513
171,105.495461,134.014343,-0.987573,-0.157161
172,123.160484,0.171210,-0.997759,0.066904
173,154.112045,77.048004,-0.669988,-0.742372
174,14.491178,95.224388,0.926025,-0.377463
175,78.702492,154.978561,0.858922,-0.512107
176,85.877907,137.800858,-0.758509,0.651663
177,70.230347,90.314568,-0.617540,-0.786540
178,47.580685,139.545166,-0.148638,0.988892
179,76.885132,89.266075,-0.708440,0.705771
180,197.194870,193.076553,0.997769,0.066766
181,59.136528,42.651836,0.698804,-0.715313
182,160.848389,156.354385,-0.485303,-0.874346
183,10.264745,141.862503,-0.694050,-0.719927
184,158.023819,20.515491,0.916764,0.399430
185,7.038553,145.432846,-0.689923,-0.723883
186,156.648682,149.135605,0.647598,-0.761982
187,180.232391,5.111209,-0.960206,0.279292
188,98.119026,39.883911,0.991868,-0.127271
189,173.478699,39.522533,-0.456202,0.889876
190,122.925163,195.616516,-0.874110,0.485727
191,85.476303,138.548676,-0.990946,-0.134258
192,177.192627,21.367863,0.686505,-0.727125
193,114.354088,83.071884,0.799661,-0.600451
194,120.568398,91.161758,-0.743035,0.669252
195,87.169014,140.839676,-0.980967,-0.194177
196,2.998162,175.129425,0.900371,0.435123
197,109.638695,186.551361,-0.021970,-0.999759
198,179.116058,38.060043,0.360582,0.932727
199,19.196434,39.530861,-0.023758,-0.999718
200,33.737316,86.578751,0.249468,0.968383
201,62.456726,27.069683,-0.734612,0.678487
202,51.875088,187.577148,0.263921,0.964544
203,162.448364,59.848289,-0.945056,-0.326910
204,43.361301,25.714750,-0.823101,0.567894
205,87.213135,189.078766,-0.351253,-0.936281
206,167.067261,138.289581,-0.938347,0.345696
207,181.088989,85.016022,-0.808077,-0.589077
208,156.813568,115.969582,0.874561,-0.484915
209,82.097313,176.712952,-0.952722,0.303845
210,167.763702,101.403313,-0.026899,-0.999638
211,45.266796,49.853539,-0.578507,0.815678
212,170.528122,38.901382,-0.564882,0.825172
213,47.228737,26.761612,-0.419915,0.907564
214,162.946777,184.426682,0.987191,-0.159545
215,80.507965,196.144058,0.932538,0.361072
216,144.623428,104.382637,0.197559,0.980291
217,32.463177,76.013451,-0.273974,0.961737
218,118.672211,133.611038,-0.964458,0.264235
219,29.536860,61.615772,0.751775,-0.659420
220,68.812157,45.920448,-0.860577,-0.509320
221,3.510675,128.450821,0.286244,-0.958157
222,155.638580,52.209167,-0.997571,0.069652
223,39.390881,190.125153,-0.971119,-0.238596
224,4.214599,160.997452,-0.981609,0.190901
225,48.667706,147.392807,-0.646454,-0.762953
226,127.087959,131.994263,-0.084736,-0.996403
227,116.426224,7.548831,0.888607,0.458669
228,55.771706,144.007523,0.729655,0.683815
229,32.281406,139.478928,0.884702,-0.466157
230,11.017136,2.409812,0.735868,-0.677126
231,115.099998,22.849770,0.378802,0.925478
232,130.582199,70.109619,-0.990212,0.139568
233,172.896042,140.683365,-0.999829,0.018512
234,184.171463,11.508571,0.691601,0.722280
235,190.365982,60.733730,0.212104,-0.977247
236,154.683197,139.207031,0.830555,-0.556937
237,117.862282,117.661293,0.420213,-0.907425
238,57.312344,154.795868,-0.713366,0.700791
239,20.003925,102.593971,0.284933,-0.958547
240,64.101677,171.597916,-0.721689,-0.692218
241,120.270966,98.212563,0.964364,-0.264579
242,65.323967,35.652084,-0.985208,-0.171365
243,5.077398,126.587257,-0.811065,-0.584956
244,39.313725,135.363907,0.998415,-0.056271
245,96.779953,83.277679,-0.963081,0.269211
246,107.663788,170.400238,0.757318,-0.653046
247,132.836624,25.066364,-0.806692,-0.590972
248,153.815582,69.837555,-0.336314,0.941750
249,82.378517,174.866776,0.402074,0.915607
250,143.391342,108.299164,-0.974455,-0.224585
251,8.903966,4.372523,0.990311,-0.138865
252,141.042099,2.354861,-0.210656,0.977560
253,153.196442,128.587021,0.790591,0.612345
254,79.802353,171.340195,-0.737008,0.675883
255,177.279175,30.445004,-0.989764,0.142714
256,125.074486,98.953545,0.999769,-0.021481
257,133.067413,18.027958,-0.272708,0.962097
258,155.312683,125.214539,-0.376602,-0.926375
259,114.378311,3.419286,0.996492,0.083688
260,68.194305,189.489746,-0.893687,-0.448691
261,43.533932,41.420685,0.614294,-0.789077
262,154.586563,41.293438,0.996969,-0.077797
263,87.981880,75.207222,0.390687,0.920524
264,54.231060,70.232216,-0.965155,0.261681
265,29.548590,9.714519,-0.197221,0.980359
266,19.509260,30.464985,-0.934429,0.356150
267,108.694725,146.435135,-0.937644,0.347596
268,37.357201,13.956414,0.921563,-0.388228
269,86.655098,186.811096,0.067530,-0.997717
270,185.749451,112.074364,-0.499403,0.866370
271,104.208649,12.785477,-0.559844,-0.828598
272,55.952084,165.153549,-0.863040,0.505135
273,15.089145,188.699539,-0.878164,0.478360
274,55.347969,101.305695,-0.004820,0.999988
275,106.348175,145.799103,-0.956468,0.291837
276,189.215347,163.737244,0.993479,0.114017
277,66.156540,153.265991,-0.854308,-0.519767
278,115.827812,93.308441,0.183005,0.983112
279,168.092865,72.334290,0.308214,0.951317
280,186.471542,178.384720,-0.633945,0.773378
281,6.006660,165.012314,-0.895874,0.444309
282,129.190842,64.019470,-0.556697,0.830716
283,70.614334,21.986645,-0.117634,-0.993057
284,91.067345,116.094048,-0.034495,-0.999405
285,58.853325,97.997932,0.336655,0.941628
286,199.803375,92.824921,-0.112782,-0.993620
287,65.153633,61.169502,-0.122632,-0.992452
288,93.476257,91.640656,-0.935860,-0.352372
289,11.566704,5.830293,0.962394,-0.271658
290,129.262497,36.989529,0.284669,-0.958626
291,29.929354,143.668732,0.999348,-0.036111
292,81.840309,10.741714,-0.735827,0.677170
293,180.704773,39.888222,-0.153553,0.988140
294,100.810921,83.030930,-0.114096,-0.993470
295,86.991867,38.031681,-0.996269,-0.086299
296,6.534960,149.193527,0.799913,0.600116
297,86.025131,111.166580,-0.691672,0.722211
298,88.484375,197.735992,0.493942,0.869495
299,97.801788,117.439468,-0.972202,-0.234143
300,96.117210,121.766487,-0.367028,0.930210
301,63.959171,104.188553,0.975379,0.220536
302,50.032253,173.701813,-0.635749,0.771896
303,31.600508,46.017620,0.708058,-0.706155
304,126.753838,139.633484,0.901425,0.432935
305,31.632957,162.412903,-0.058045,0.998314
306,31.642124,35.472778,-0.481147,-0.876640
307,119.865616,116.513550,-0.722915,0.690937
308,20.779951,189.053635,0.392075,0.919933
309,14.461321,170.687988,0.748526,0.663106
310,87.666046,108.904953,-0.341592,0.939848
311,98.116951,109.324722,0.605763,-0.795645
312,53.291225,88.227150,0.505900,0.862592
313,61.608517,168.160004,-0.767028,0.641614
314,184.409119,133.160263,-0.400761,0.916183
315,171.974228,162.632935,-0.942383,0.334536
316,126.125816,113.028954,0.395708,0.918376
317,15.494650,184.312531,0.934836,0.355079
318,2.110988,25.418680,0.030567,-0.999533
319,44.946270,136.430222,-0.279993,0.960002
320,147.864487,31.338491,-0.010946,0.999940
321,132.882095,32.271408,0.984798,0.173701
322,128.134567,20.704197,-0.949108,0.314952
323,7.891006,34.831596,-0.909910,-0.414805
324,88.619049,40.050564,0.345044,-0.938586
325,113.261848,2.156980,-0.573402,0.819274
326,176.768661,103.128754,0.796754,-0.604303
327,81.781052,127.479446,-0.880775,0.473534
328,179.435547,168.326050,0.350057,-0.936729
329,19.208187,183.786240,0.313661,0.949535
330,52.058182,68.190361,-0.805939,0.591999
331,128.746490,13.372936,0.965952,0.258723
332,156.683212,104.131348,0.874766,-0.484546
333,100.418373,188.221786,0.961193,-0.275878
334,165.730042,103.628937,0.587831,0.808984
335,106.081314,15.261121,-0.238109,0.971238
336,66.849571,176.623688,0.730034,0.683411
337,28.596598,124.154579,0.300507,0.953780
338,109.099960,43.946106,0.667750,0.744385
339,198.223709,50.047588,0.354013,0.935240
340,137.914032,52.372269,0.780878,0.624684
341,156.428909,18.148474,0.015181,-0.999885
342,127.414612,181.645462,-0.210132,0.977673
343,86.013245,199.471527,-0.072057,0.997400
344,123.940605,75.972282,-0.910573,-0.413349
345,118.582069,88.432785,-0.532801,0.846240
346,11.902927,90.572418,0.667676,-0.744452
347,80.862984,15.833217,0.877190,0.480144
348,45.397354,21.137760,-0.766937,0.641723
349,32.069347,91.900139,-0.177359,-0.984146
350,192.304321,111.714851,0.900959,0.433905
351,76.780876,28.307035,0.141910,-0.989880
352,86.385292,132.682541,0.915944,-0.401306
353,157.559006,20.011223,0.522236,0.852801
354,94.326942,32.445457,0.997240,0.074240
355,45.317738,126.278999,-0.205197,0.978721
356,81.252960,167.228561,0.326028,0.945360
357,95.985184,70.388214,0.264967,-0.964258
358,54.204330,84.275352,-0.574585,0.818445
359,15.062109,154.602570,0.969712,-0.244250
360,175.340256,13.429182,-0.084569,0.996418
361,55.966095,132.149780,-0.498635,0.866812
362,38.105232,20.371208,-0.964369,0.264561
363,87.147041,22.891155,-0.917595,-0.397517
364,196.594345,48.012146,0.023316,-0.999728
365,34.764717,166.122986,0.535804,0.844343
366,9.105925,68.403336,-0.929601,-0.368568
367,116.985764,107.298286,-0.624485,0.781037
368,92.527046,140.292511,0.999939,-0.011013
369,41.795731,191.470154,-0.998649,0.051964
370,160.406448,54.081581,-0.988146,0.153518
371,59.112286,158.814301,-0.999718,-0.023753
372,155.252274,35.941292,0.762672,-0.646786
373,189.492706,46.489151,0.909411,0.415900
374,141.064941,84.588409,-0.864593,0.502473
375,98.505272,126.887558,0.999991,0.004286
376,48.382698,17.645399,-0.928467,0.371414
377,12.900936,50.502750,0.904426,0.426631
378,84.860237,122.798271,-0.945725,-0.324970
379,121.697723,1.491952,-0.083355,-0.996520
380,67.117401,118.945107,0.629294,0.777168
381,188.497879,140.448654,-0.790223,-0.612820
382,72.172783,119.255074,-0.663642,0.748050
383,110.170135,184.241531,0.487591,0.873072
384,81.703735,114.778931,-0.996782,0.080156
385,126.077820,46.149261,-0.392780,-0.919632
386,91.197800,54.251484,0.492584,0.870265
387,65.969635,172.977066,0.901003,-0.433812
388,63.230381,42.676601,-0.455212,-0.890383
389,174.906601,162.170044,0.619639,-0.784887
390,68.759079,167.529465,0.349655,0.936878
391,38.250740,138.461700,0.999806,-0.019693
392,2.554584,115.982391,-0.556247,0.831017
393,64.798927,84.239403,0.454306,0.890846
394,169.506393,12.137724,0.657430,-0.753516
395,198.081284,192.905655,0.983130,-0.182908
396,44.861813,20.845631,0.790084,0.612998
397,122.021423,120.164413,-0.959011,-0.283369
398,109.341438,41.514221,-0.956728,-0.290984
399,16.884892,148.858505,0.269490,-0.963003
400,189.837433,82.900711,-0.067143,-0.997743
401,139.635010,85.779861,-0.989234,-0.146345
402,135.028366,57.624302,0.994778,0.102058
403,114.362946,75.539757,0.851623,0.524155
404,50.616749,34.279942,-0.314706,0.949189
405,137.803864,147.256226,0.988773,0.149425
406,26.414349,181.839066,-0.134922,-0.990856
407,73.957687,119.025154,0.967517,0.252805
408,192.985886,151.900482,-0.277905,-0.960609
409,185.095093,171.124893,-0.619055,0.785348
410,160.602005,185.696518,0.896745,-0.442547
411,75.599495,146.232635,0.999273,0.038136
412,187.151886,63.281689,0.955643,-0.294526
413,139.079437,59.869633,-0.270793,0.962638
414,161.967575,191.021606,-0.804316,-0.594202
415,100.851479,10.928765,0.062141,0.998067
416,195.032150,12.358785,0.967999,-0.250954
417,111.061127,75.086578,0.074236,-0.997241
418,36.935394,36.014908,0.585024,0.811016
419,13.166350,47.864677,0.968694,0.248257
420,38.536469,134.296097,-0.524345,-0.851506
421,198.452072,190.229324,-0.474372,-0.880324
422,106.076614,111.177002,0.271875,-0.962333
423,102.928345,92.250984,-0.981819,-0.189822
424,82.394218,159.889984,0.996864,-0.079137
425,72.802193,137.812897,-0.996627,-0.082064
426,110.319031,38.644852,0.603142,0.797634
427,174.133469,113.940414,0.649447,-0.760407
428,65.270905,72.200439,-0.772834,0.634608
429,29.536135,4.430413,-0.919779,0.392438
430,160.578323,189.704803,-0.957842,0.287294
431,130.088181,190.452805,-0.924629,0.380868
432,174.670670,107.154335,0.998102,-0.061589
433,176.238480,121.373177,0.665014,-0.746831
434,91.510368,7.535564,0.572715,-0.819755
435,55.470661,199.459885,-0.758682,-0.651462
436,58.933918,58.575695,0.997967,0.063731
437,50.818222,33.762810,-0.193569,0.981087
438,88.814613,44.791489,0.983153,0.182785
439,162.009598,187.607941,0.998172,-0.060433
440,180.163803,178.738388,-0.849919,-0.526914
441,130.543640,140.802917,0.806527,-0.591197
442,111.756851,46.639435,0.839503,0.543355
443,71.074905,53.038403,0.913738,-0.406305
444,185.908890,142.570175,-0.436860,0.899530
445,128.274567,131.453125,0.205114,-0.978738
446,151.235153,132.703308,-0.922269,-0.386550
447,193.597214,92.587074,-0.508405,-0.861118
448,163.165222,111.974266,0.260314,0.965524
449,151.631836,9.547127,-0.585196,0.810892
450,28.429573,149.853683,-0.932279,-0.361740
451,40.062901,135.116241,-0.985058,-0.172225
452,25.532721,118.638725,-0.151398,-0.988473
453,35.968391,67.185295,-0.127118,-0.991888
454,65.855385,123.095940,-0.267150,0.963655
455,159.957062,30.614815,-0.901393,-0.433003
456,172.695847,14.455941,-0.969932,0.243377
457,174.194443,30.385939,-0.889793,0.456364
458,158.001236,12.160188,-0.880043,-0.474894
459,180.686752,19.483744,0.577514,0.816381
460,111.127243,72.128120,0.959034,0.283289
461,16.042103,113.722092,-0.640889,0.767634
462,71.438225,51.272766,-0.271999,-0.962298
463,62.309460,12.208619,0.931447,0.363878
464,55.092003,37.934788,0.595912,-0.803050
465,198.841278,12.226084,0.699366,-0.714764
466,146.230316,96.219009,-0.617411,0.786640
467,76.997398,155.574341,-0.045500,-0.998964
468,164.941666,12.036297,-0.933863,-0.357631
469,193.085785,25.676708,-0.953096,-0.302669
470,16.753962,32.788181,-0.967125,0.254300
471,131.172134,150.931381,0.429055,-0.903278
472,4.341179,139.158829,0.965729,-0.259554
473,48.044842,119.154747,0.226236,0.974073
474,22.262262,38.846130,0.190745,-0.981640
475,54.131916,146.459122,-0.999973,-0.007281
476,104.839607,192.418976,0.848353,0.529431
477,8.808585,101.523895,0.393657,0.919257
478,147.690247,91.350983,-0.919560,0.392949
479,160.638275,94.165115,0.190945,0.981601
480,21.644644,53.905071,-0.993827,0.110942
481,109.561096,152.567307,0.413888,0.910328
482,192.158920,163.626801,-0.064804,-0.997898
483,145.923599,69.109756,0.879584,0.475743
484,19.357237,63.535034,0.994150,0.108012
485,126.944923,114.777229,0.863686,-0.504030
486,63.035500,140.499969,0.315016,0.949086
487,173.843643,172.337906,-0.938953,-0.344045
488,118.913765,141.741211,0.410873,0.911693
489,14.835761,67.260925,0.788081,0.615571
490,65.482857,139.142700,-0.961182,-0.275916
491,167.802307,105.796555,0.966330,0.257308
492,149.497238,94.052444,-0.494712,0.869057
493,107.722168,172.008270,-0.819632,0.572890
494,137.888260,33.822788,0.437802,-0.899072
495,107.688477,44.958302,0.574932,0.818202
496,17.666605,176.160751,0.146110,0.989268
497,50.074478,87.070992,0.942034,-0.335516
498,29.943300,41.466869,0.541315,-0.840820
499,117.647102,162.053696,0.226843,0.973931
500,178.050461,145.275452,0.749493,0.662012
501,40.422218,55.832989,-0.710251,0.703949
502,161.084457,111.530327,0.763713,0.645556
503,125.195610,23.331989,-0.599467,-0.800399
504,70.149895,96.721169,0.758673,-0.651471
505,24.704798,196.532425,-0.432634,0.901570
506,17.923000,190.885895,-0.587047,0.809553
507,25.597992,41.573219,-0.585690,-0.810535
508,126.592728,85.279411,0.465675,-0.884956
509,40.358795,63.246105,-0.326601,-0.945162
510,62.539787,29.690617,0.959084,0.283121
511,140.158676,11.398638,0.731145,0.682222
512,192.660522,126.159180,-0.456535,0.889706
513,27.095964,27.384501,-0.638837,0.769342
514,10.384042,71.978958,0.274784,0.961506
515,22.521229,54.228489,0.623008,0.782215
516,197.580536,14.294107,0.212934,-0.977067
517,123.250557,44.777176,0.631586,-0.775306
518,191.567032,111.706421,0.631474,-0.775397
519,95.589531,133.138000,0.094816,-0.995495
520,101.586075,5.703036,-0.341652,0.939827
521,6.667647,142.792633,0.314380,-0.949297
522,110.031212,166.436157,0.616654,-0.787234
523,101.291344,2.163525,0.989694,0.143200
524,197.772766,1.544727,0.283010,0.959117
525,188.463486,75.538254,-0.020349,-0.999793
526,63.167187,86.864609,0.590381,0.807124
527,38.790794,81.270676,-0.888128,-0.459595
528,77.442291,147.541534,-0.028326,0.999599
529,190.897339,45.714493,-0.771079,0.636740
530,15.490952,49.065426,0.903996,-0.427540
531,126.412361,16.191978,-0.487093,-0.873350
532,85.808151,126.830925,-0.954809,-0.297221
533,12.017402,10.006208,-0.253959,-0.967215
534,153.036865,31.153690,-0.763026,-0.646367
535,107.755432,36.277561,0.455180,0.890399
536,183.451401,128.433304,0.982067,-0.188535
537,105.083427,72.974770,-0.773020,-0.634382
538,6.266362,18.215689,-0.793905,0.608041
539,112.113579,152.189316,0.793614,0.608422
540,49.403652,113.515480,-0.993775,0.111410
541,64.571762,154.893341,-0.471248,-0.882001
542,164.183807,113.075951,-0.999980,0.006349
543,90.354721,41.797398,0.863689,-0.504025
544,68.929977,166.853989,0.966159,-0.257948
545,163.545715,132.965897,-0.735356,-0.677681
546,180.443542,176.848969,-0.998539,-0.054039
547,52.651009,93.657967,0.595547,-0.803320
548,185.456314,45.178154,-0.979642,-0.200753
549,75.891960,174.319168,-0.583432,0.812162
550,160.995316,48.491383,0.374651,0.927166
551,66.980515,125.654724,-0.997423,-0.071751
552,139.606964,78.788605,0.038151,0.999272
553,33.320114,13.050452,-0.975452,-0.220214
554,171.712982,79.494751,0.108768,-0.994067
555,109.671295,120.629288,0.236119,-0.971724
556,58.123981,47.233532,0.655958,-0.754797
557,77.922943,175.662979,-0.958426,0.285343
558,143.571976,155.260925,-0.318034,0.948079
559,36.250095,166.091080,0.995118,0.098694
560,44.061752,34.009655,0.754866,-0.655880
561,89.124794,6.475009,0.110351,0.993893
562,8.588706,69.876823,0.475062,-0.879952
563,77.654381,166.198502,0.974063,0.226275
564,131.764832,29.309769,0.979240,-0.202704
565,176.011612,21.780262,-0.436310,-0.899797
566,155.790314,194.609283,-0.856190,0.516661
567,13.914824,169.652069,-0.293502,0.955959
568,128.440063,110.364609,-0.588742,0.808321
569,167.528061,103.351585,0.876174,0.481995
570,98.314682,103.803909,0.327859,0.944727
571,37.098660,81.267265,-0.965719,-0.259591
572,81.220100,117.025650,-0.976462,0.215689
573,137.238998,84.508057,-0.990769,-0.135564
574,197.050064,117.660294,-0.893073,0.449911
575,152.931778,29.226358,0.313742,0.949508
576,17.738937,85.606804,0.485830,0.874053
577,178.878876,16.675508,-0.466926,-0.884296
578,32.161785,83.838394,0.496563,-0.868000
579,179.839264,37.855885,-0.599475,0.800394
580,8.843254,29.850580,0.998943,-0.045960
581,65.497620,16.148066,0.663258,0.748391
582,50.663990,72.296898,-0.981142,0.193288
583,59.269947,168.369492,0.998961,0.045582
584,22.111258,5.160348,0.385628,-0.922654
585,161.402939,162.010391,0.106702,-0.994291
586,181.817886,30.786577,-0.979460,0.201639
587,163.255096,80.378105,0.718224,-0.695812
588,124.386551,111.499130,-0.123265,-0.992374
589,62.225521,159.571899,-0.708926,-0.705283
590,87.370865,30.880201,-0.724080,0.689716
591,20.600382,103.070862,0.522892,-0.852399
592,95.826263,125.981979,0.122225,0.992502
593,179.524063,69.705421,-0.124303,-0.992244
594,115.235153,83.213341,-0.374290,0.927312
595,91.847290,191.623001,0.223476,-0.974709
596,71.339142,107.425186,0.515004,-0.857188
597,185.885925,17.575726,0.998766,-0.049671
598,57.195885,146.808929,0.613060,0.790036
599,21.383120,60.605850,0.995653,-0.093139
600,150.739609,80.184151,0.229218,0.973375
601,26.232414,170.557144,0.921989,-0.387215
602,166.380386,7.254563,0.241295,0.970452
603,190.859390,73.875397,-0.804105,0.594488
604,40.206772,164.568130,-0.960858,0.277041
605,125.996063,169.729919,-0.620131,0.784498
